"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"03481","岩手県","下閉伊郡","しもへいぐん","田老町","たろうちょう","2005-06-06","宮古市(03202)、田老町(03481)、新里村(03486)が合併し、宮古市を新設"
"03486","岩手県","下閉伊郡","しもへいぐん","新里村","にいさとむら","2005-06-06","宮古市(03202)、田老町(03481)、新里村(03486)が合併し、宮古市を新設"
"03487","岩手県","下閉伊郡","しもへいぐん","川井村","かわいむら","2010-01-01","川井村(03487)が宮古市(03202)に編入"
"03502","岩手県","九戸郡","くのへぐん","種市町","たねいちまち","2006-01-01","種市町(03502)、大野村(03505)が合併し、洋野町(03507)を新設"
"03504","岩手県","九戸郡","くのへぐん","山形村","やまがたむら","2006-03-06","久慈市(03207)、山形村(03504)が合併し、久慈市を新設"
"03505","岩手県","九戸郡","くのへぐん","大野村","おおのむら","2006-01-01","種市町(03502)、大野村(03505)が合併し、洋野町(03507)を新設"
"03507","岩手県","九戸郡","くのへぐん","洋野町","ひろのちょう","2006-01-01","種市町(03502)、大野村(03505)が合併し、洋野町(03507)を新設"
"03521","岩手県","二戸郡","にのへぐん","浄法寺町","じょうぼうじまち","2006-01-01","二戸市(03213)、浄法寺町(03521)が合併し、二戸市を新設"
"03523","岩手県","二戸郡","にのへぐん","安代町","あしろちょう","2002-04-01","二戸郡安代町(03523)が岩手郡安代町(03308)に郡の区域変更"
"04202","宮城県","","","石巻市","いしのまきし","2005-04-01","石巻市(04202)、河北町(04561)、雄勝町(04563)、河南町(04564)、桃生町(04565)、北上町(04567)、牡鹿町(04582)が合併し、石巻市を新設
桃生郡(04560)の廃止"
"04204","宮城県","","","古川市","ふるかわし","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04205","宮城県","","","気仙沼市","けせんぬまし","2006-03-31","気仙沼市(04205)、唐桑町(04604)が合併し、気仙沼市を新設"
"04205","宮城県","","","気仙沼市","けせんぬまし","2009-09-01","本吉町(04603)が気仙沼市(04205)に編入"
"04212","宮城県","","","登米市","とめし","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04213","宮城県","","","栗原市","くりはらし","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04214","宮城県","","","東松島市","ひがしまつしまし","2005-04-01","矢本町(04562)、鳴瀬町(04566)が合併し、東松島市(04214)を新設"
"04215","宮城県","","","大崎市","おおさきし","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04216","宮城県","","","富谷市","とみやし","2016-10-10","富谷町(04423)が富谷市(04216)に市制施行"
"04423","宮城県","黒川郡","くろかわぐん","富谷町","とみやまち","2016-10-10","富谷町(04423)が富谷市(04216)に市制施行"
"04441","宮城県","加美郡","かみぐん","中新田町","なかにいだまち","2003-04-01","中新田町(04441)、小野田町(04442)、宮崎町(04443)が合併し、加美町(04445)を新設"
"04442","宮城県","加美郡","かみぐん","小野田町","おのだまち","2003-04-01","中新田町(04441)、小野田町(04442)、宮崎町(04443)が合併し、加美町(04445)を新設"
"04443","宮城県","加美郡","かみぐん","宮崎町","みやざきちょう","2003-04-01","中新田町(04441)、小野田町(04442)、宮崎町(04443)が合併し、加美町(04445)を新設"
"04445","宮城県","加美郡","かみぐん","加美町","かみまち","2003-04-01","中新田町(04441)、小野田町(04442)、宮崎町(04443)が合併し、加美町(04445)を新設"
"04461","宮城県","志田郡","しだぐん","松山町","まつやままち","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04462","宮城県","志田郡","しだぐん","三本木町","さんぼんぎちょう","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04463","宮城県","志田郡","しだぐん","鹿島台町","かしまだいまち","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04481","宮城県","玉造郡","たまつくりぐん","岩出山町","いわでやままち","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04482","宮城県","玉造郡","たまつくりぐん","鳴子町","なるこちょう","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04502","宮城県","遠田郡","とおだぐん","田尻町","たじりちょう","2006-03-31","玉造郡(04480)の廃止
古川市(04204)、松山町(04461)、三本木町(04462)、鹿島台町(04463)、岩出山町(04481)、鳴子町(04482)、田尻町(04502)が合併し、大崎市(04215)を新設
志田郡(04460)の廃止"
"04503","宮城県","遠田郡","とおだぐん","小牛田町","こごたちょう","2006-01-01","小牛田町(04503)、南郷町(04504)が合併し、美里町(04505)を新設"
"04504","宮城県","遠田郡","とおだぐん","南郷町","なんごうちょう","2006-01-01","小牛田町(04503)、南郷町(04504)が合併し、美里町(04505)を新設"
"04505","宮城県","遠田郡","とおだぐん","美里町","みさとまち","2006-01-01","小牛田町(04503)、南郷町(04504)が合併し、美里町(04505)を新設"
"04521","宮城県","栗原郡","くりはらぐん","築館町","つきだてちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04522","宮城県","栗原郡","くりはらぐん","若柳町","わかやなぎちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04523","宮城県","栗原郡","くりはらぐん","栗駒町","くりこままち","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04524","宮城県","栗原郡","くりはらぐん","高清水町","たかしみずまち","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04525","宮城県","栗原郡","くりはらぐん","一迫町","いちはさまちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04526","宮城県","栗原郡","くりはらぐん","瀬峰町","せみねちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04527","宮城県","栗原郡","くりはらぐん","鶯沢町","うぐいすざわちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04528","宮城県","栗原郡","くりはらぐん","金成町","かんなりちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04529","宮城県","栗原郡","くりはらぐん","志波姫町","しわひめちょう","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04530","宮城県","栗原郡","くりはらぐん","花山村","はなやまむら","2005-04-01","栗原郡(04520)の廃止
築館町(04521)、若柳町(04522)、栗駒町(04523)、高清水町(04524)、一迫町(04525)、瀬峰町(04526)、鶯沢町(04527)、金成町(04528)、志波姫町(04529)、花山村(04530)が合併し、栗原市(04213)を新設"
"04541","宮城県","登米郡","とめぐん","迫町","はさまちょう","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04542","宮城県","登米郡","とめぐん","登米町","とよままち","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04543","宮城県","登米郡","とめぐん","東和町","とうわちょう","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04544","宮城県","登米郡","とめぐん","中田町","なかだちょう","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04545","宮城県","登米郡","とめぐん","豊里町","とよさとちょう","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04546","宮城県","登米郡","とめぐん","米山町","よねやまちょう","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04547","宮城県","登米郡","とめぐん","石越町","いしこしまち","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04548","宮城県","登米郡","とめぐん","南方町","みなみかたまち","2005-04-01","登米郡(04540)の廃止
迫町(04541)、登米町(04542)、東和町(04543)、中田町(04544)、豊里町(04545)、米山町(04546)、石越町(04547)、南方町(04548)、津山町(04602)が合併し、登米市(04212)を新設"
"04561","宮城県","桃生郡","ものうぐん","河北町","かほくちょう","2005-04-01","石巻市(04202)、河北町(04561)、雄勝町(04563)、河南町(04564)、桃生町(04565)、北上町(04567)、牡鹿町(04582)が合併し、石巻市を新設
桃生郡(04560)の廃止"
"04562","宮城県","桃生郡","ものうぐん","矢本町","やもとちょう","2005-04-01","矢本町(04562)、鳴瀬町(04566)が合併し、東松島市(04214)を新設"
"04563","宮城県","桃生郡","ものうぐん","雄勝町","おがつちょう","2005-04-01","石巻市(04202)、河北町(04561)、雄勝町(04563)、河南町(04564)、桃生町(04565)、北上町(04567)、牡鹿町(04582)が合併し、石巻市を新設
桃生郡(04560)の廃止"
"04564","宮城県","桃生郡","ものうぐん","河南町","かなんちょう","2005-04-01","石巻市(04202)、河北町(04561)、雄勝町(04563)、河南町(04564)、桃生町(04565)、北上町(04567)、牡鹿町(04582)が合併し、石巻市を新設
桃生郡(04560)の廃止"
"04565","宮城県","桃生郡","ものうぐん","桃生町","ものうちょう","2005-04-01","石巻市(04202)、河北町(04561)、雄勝町(04563)、河南町(04564)、桃生町(04565)、北上町(04567)、牡鹿町(04582)が合併し、石巻市を新設
桃生郡(04560)の廃止"
"04566","宮城県","桃生郡","ものうぐん","鳴瀬町","なるせちょう","2005-04-01","矢本町(04562)、鳴瀬町(04566)が合併し、東松島市(04214)を新設"
